movieId,genres,average
tt0115683,Comedy,-0.820491803
tt0116839,Action|Sci-Fi|Thriller,-0.948360656
tt0113149,Comedy|Romance,-0.963934426
tt0113118,Comedy,-0.843442623
tt0116367,Action|Comedy|Horror|Thriller,-0.593442623
tt0113010,Action,-0.977868852
tt0113537,Comedy|Drama,-0.951639344
tt0113828,Drama|War,-0.904918033
tt0115644,Drama|Romance,-0.93442623
tt0115676,Comedy|Drama,-0.973770492
tt0114367,Action|Sci-Fi|Thriller,-0.891803279
tt0113973,Documentary,-0.991803279
tt0112744,Action|Crime|Drama|Thriller,-0.978688525
tt0116731,Drama|Thriller,-0.895081967
tt0112445,Children|Drama,-0.983606557
tt0114660,Crime|Drama|Romance,-0.905737705
tt0112379,Comedy|Drama,-0.936065574
tt0114039,Drama|Romance,-0.993442623
tt0112365,Drama|Romance,-0.944262295
tt0118158,Action|Adventure|Drama,-0.877868852
tt0116151,Children|Comedy,-0.959836066
tt0115697,Comedy,-0.890983607
tt0113972,Action|Thriller,-0.930327869
tt0117002,Drama|Horror|Thriller,-0.952459016
tt0114825,Comedy|Horror|Romance,-0.943442623
tt0115639,Comedy|Drama|Romance,-0.918852459
tt0115759,Action|Adventure|Thriller,-0.445901639
tt0113403,Comedy|Drama,-0.992622951
tt0113247,Crime|Drama,-0.919672131
tt0113283,Documentary,-0.980327869
tt0115907,Drama|Thriller,-0.913114754
tt0115734,Adventure|Comedy|Crime|Romance,-0.819672131
tt0117102,Comedy,-0.972131148
tt0118040,Mystery|Sci-Fi|Thriller,-0.980327869
tt0116483,Comedy,-0.279508197
tt0112579,Drama|Romance,-0.83852459
tt0110251,Comedy|Drama,-0.991803279
tt0117110,Adventure|Children|Comedy|Musical,-0.81557377
tt0112646,Documentary,-0.991803279
tt0112573,Action|Drama|War,0.954918033
tt0075314,Crime|Drama|Thriller,-0.129508197
tt0113326,Action|Adventure|Comedy|Crime,-0.657377049
tt0115645,Drama|Mystery,-0.978688525
tt0112373,Documentary,-0.959836066
tt0115033,Crime|Drama,-0.993442623
tt0116606,Comedy|Romance,-0.98852459
tt0114536,Comedy,-0.986885246
tt0106473,Drama,-0.983606557
tt0103859,Comedy|Romance,-0.904098361
tt0109424,Drama|Mystery|Romance,-0.964754098
tt0116324,Comedy,-0.909836066
tt0110647,Adventure|Children|Fantasy,-0.96557377
tt0110217,Documentary,-0.993442623
tt0114131,Comedy|Romance,-0.995081967
tt0113451,Thriller,-0.962295082
tt0116130,Comedy,-0.799180328
tt0113756,Documentary,-0.993442623
tt0118055,Drama|Romance,-0.881967213
tt0115685,Comedy,-0.366393443
tt0112585,Comedy,-0.914754098
tt0112442,Action|Comedy|Crime|Drama|Thriller,-0.645081967
tt0112342,Adventure|Children,-0.978688525
tt0112461,Drama,-0.890163934
tt0112427,Drama,-0.990163934
tt0109093,Crime|Drama|Thriller,-0.995081967
tt0112384,Adventure|Drama|IMAX,0.596721311
tt0114287,Action|Drama|Romance|War,-0.672131148
tt0112288,Drama|Horror,-0.991803279
tt0112462,Action|Adventure|Comedy|Crime,-0.120491803
tt0061395,Drama,-0.904098361
tt0112495,Adventure|Drama|War,-0.966393443
tt0112541,Comedy|Drama,-0.978688525
tt0109370,Comedy|War,-0.930327869
tt0112642,Adventure|Children,-0.613114754
tt0112688,Crime|Drama|Mystery,-0.910655738
tt0112715,Action|Adventure|Mystery|Sci-Fi,-0.637704918
tt0112740,Drama|Thriller|War,-0.217213115
tt0109508,Documentary,-0.854918033
tt0112851,Action|Romance|Western,-0.506557377
tt0112857,Crime|Film-Noir|Mystery|Thriller,-0.900819672
tt0112864,Action|Crime|Thriller,0.075409836
tt0112887,Comedy|Crime|Drama,-0.981147541
tt0113071,Action|Drama|Romance,-0.63852459
tt0113114,Adventure|Children|Drama,-0.944262295
tt0113243,Action|Adventure|Crime|Thriller,-0.757377049
tt0113464,Comedy|Drama,-0.952459016
tt0113481,Action|Sci-Fi|Thriller,-0.680327869
tt0113492,Action|Crime|Sci-Fi,-0.62704918
tt0113500,Comedy,-0.939344262
tt0113540,Drama,-0.836885246
tt0113677,Comedy,-0.886885246
tt0113690,Horror,-0.950819672
tt0107447,Comedy|Drama,-0.996721311
tt0113729,Drama|Romance,-0.991803279
tt0113749,Comedy|Romance,-0.740163934
tt0113820,Action|Children,-0.909016393
tt0110604,Comedy|Horror|Thriller,-0.985245902
tt0110620,Drama,-0.985245902
tt0113957,Action|Crime|Thriller,-0.258196721
tt0113986,Comedy|Romance,-0.699180328
tt0114095,Comedy,-0.966393443
tt0114194,Fantasy|Horror|Mystery,-0.912295082
tt0114241,Comedy|Fantasy,-0.993442623
tt0114323,Thriller,-0.968852459
tt0114345,Drama|Romance,-0.966393443
tt0114436,Drama,-0.800819672
tt0114478,Comedy|Drama,-0.862295082
tt0114496,Comedy|Drama|Romance,-0.932786885
tt0114508,Horror|Sci-Fi,-0.729508197
tt0114558,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,-0.804918033
tt0058450,Drama|Musical|Romance,-0.966393443
tt0114663,Drama|Fantasy,-0.993442623
tt0114702,Drama|Romance,-0.993442623
tt0114682,Comedy,-0.840163934
tt0114781,Action,-0.817213115
tt0114798,Comedy|Drama,-0.93852459
tt0114805,Documentary,-0.986885246
tt0114887,Drama|Romance,-0.847540984
tt0114898,Action|Adventure|Sci-Fi,-0.262295082
tt0114928,Drama,-0.979508197
tt0114938,Western,-0.973770492
tt0109340,Drama,-0.985245902
tt0112602,Adventure|Comedy|Crime|Mystery,-0.980327869
tt0111579,Drama,-0.952459016
tt0110882,Drama|War,-0.983606557
tt0112471,Drama|Romance,-0.801639344
tt0112508,Comedy,-0.652459016
tt0112438,Drama|Thriller,-0.967213115
tt0112571,Comedy|Drama,-0.898360656
tt0112757,Drama,-0.993442623
tt0112643,Horror,-0.993442623
tt0112679,Drama|Romance,-0.875409836
tt0109445,Comedy,-0.172131148
tt0112883,Comedy|Drama|Romance,-0.697540984
tt0109635,Drama|Thriller,-0.613114754
tt0109676,Action|Thriller,-0.860655738
tt0112854,Comedy,-0.983606557
tt0109579,Drama|Thriller,-0.949180328
tt0109642,Drama|Thriller,-0.82704918
tt0109686,Adventure|Comedy,-0.114754098
tt0111797,Comedy|Drama|Romance,-0.887704918
tt0109759,Drama,-0.91147541
tt0109758,Comedy,-0.9
tt0109707,Comedy|Drama,-0.463114754
tt0113117,Action|Comedy|Romance,-0.669672131
tt0113097,Comedy|Romance,-0.843442623
tt0113028,Adventure|Children,-0.983606557
tt0113198,Animation|Children|Comedy|Romance,-0.88852459
tt0113303,Thriller,-0.977868852
tt0113089,Children|Drama,-0.991803279
tt0109771,Drama|Musical,-0.962295082
tt0113199,Children|Comedy|Fantasy,-0.993442623
tt0110057,Documentary,-0.748360656
tt0110005,Crime|Drama,-0.830327869
tt0110066,Comedy,-0.883606557
tt0110116,Drama|Romance,-0.860655738
tt0110006,Children|Comedy,-0.96557377
tt0113360,Action,-0.980327869
tt0110099,Comedy|Romance,-0.686065574
tt0110148,Drama|Horror,-0.203278689
tt0113463,Drama,-0.993442623
tt0110189,Comedy,-0.964754098
tt0110216,Comedy|Sci-Fi,-0.780327869
tt0113501,Mystery|Thriller,-0.896721311
tt0113538,Adventure|Children|Comedy|Fantasy|Romance,-0.940983607
tt0113552,Crime|Drama|Thriller,-0.96557377
tt0076759,Action|Adventure|Sci-Fi,1.152459016
tt0110367,Drama,-0.663934426
tt0113670,Children|Drama,-0.831147541
tt0110296,Drama,-0.991803279
tt0103994,Drama|Fantasy|Romance,-0.732786885
tt0110322,Drama|Romance|War|Western,-0.509836066
tt0110443,Comedy,-0.890163934
tt0107566,Drama,-0.986885246
tt0110391,Drama|Romance,-0.963934426
tt0113691,Drama,-0.970491803
tt0110428,Comedy|Drama,-0.758196721
tt0109836,Drama|Horror|Sci-Fi,-0.818852459
tt0113755,Comedy,-0.954918033
tt0110538,Comedy,-0.970491803
tt0110516,Comedy|Romance,-0.846721311
tt0110527,Drama,-0.736885246
tt0113808,Comedy,-0.991803279
tt0113896,Drama,-0.986885246
tt0113870,Drama|Thriller,-0.891803279
tt0110684,Comedy|Drama|Romance,-0.890163934
tt0110638,Drama,-0.71557377
tt0113967,Crime|Drama,-0.97704918
tt0117169,Action|Crime,-0.990983607
tt0106402,Drama|Horror,-0.991803279
tt0110671,Comedy|Romance,-0.993442623
tt0110632,Action|Crime|Thriller,-0.36147541
tt0110737,Comedy|Romance,-0.940163934
tt0110729,Crime|Drama,-0.88442623
tt0114151,Drama|Thriller,-0.983606557
tt0114069,Action|Drama|Sci-Fi|Thriller,-0.267213115
tt0110413,Action|Crime|Drama|Thriller,0.094262295
tt0114113,Comedy|Romance,-0.986885246
tt0114210,Comedy|Romance,-0.993442623
tt0110912,Comedy|Crime|Drama|Thriller,1.61557377
tt0105652,Drama,-0.995081967
tt0110889,Drama,-0.967213115
tt0110932,Drama,-0.4
tt0114129,Drama|Romance,-0.991803279
tt0110963,Drama|Romance,-0.96557377
tt0114214,Action|Thriller|Western,-0.792622951
tt0114296,Comedy|Drama,-0.97704918
tt0110907,Comedy,-0.943442623
tt0111495,Drama,-0.863114754
tt0108394,Drama,-0.807377049
tt0111507,Comedy|Drama,-0.835245902
tt0114268,Comedy,-0.993442623
tt0110965,Horror|Thriller,-0.993442623
tt0114571,Comedy,-0.963934426
tt0111333,Animation|Children,-0.978688525
tt0111112,Children|Drama|Fantasy|Mystery,-0.875409836
tt0111255,Action|Drama|Thriller,-0.745901639
tt0111282,Action|Adventure|Sci-Fi,0.004098361
tt0111070,Comedy|Drama|Fantasy,-0.441803279
tt0111161,Crime|Drama,1.821311475
tt0111149,Comedy|Drama|Thriller,-0.849180328
tt0108260,Film-Noir|Thriller,-0.993442623
tt0106966,Drama,-0.983606557
tt0114594,Comedy|Drama,-0.925409836
tt0111309,Comedy|Drama,-0.991803279
tt0113936,Comedy,-0.959836066
tt0110081,Drama,-0.975409836
tt0114614,Action|Comedy|Sci-Fi,-0.786885246
tt0114608,Horror|Thriller,-0.931967213
tt0111280,Adventure|Drama|Sci-Fi,-0.222131148
tt0114609,Action|Crime|Horror,-0.960655738
tt0111454,Drama,-0.986885246
tt0114852,Horror|Sci-Fi,-0.924590164
tt0114694,Comedy,-0.608196721
tt0111590,Drama,-0.957377049
tt0114788,Mystery|Thriller,-0.985245902
tt0114888,Drama|War,-0.993442623
tt0108550,Drama,-0.398360656
tt0114857,Action|Sci-Fi|Thriller,-0.880327869
tt0114924,Comedy|Romance,-0.281967213
tt0111667,Adventure|Drama|War,-0.963934426
tt0109655,Drama,-0.983606557
tt0110598,Comedy,-0.768852459
tt0112435,Children,-0.968032787
tt0109040,Comedy,0.066393443
tt0109045,Comedy|Drama,-0.728688525
tt0106339,Drama|Musical,-0.955737705
tt0104779,Drama|Film-Noir|Romance,-0.955737705
tt0109348,Comedy,-0.774590164
tt0109444,Action|Crime|Drama|Thriller,-0.169672131
tt0109446,Drama|Mystery|Thriller,-0.590163934
tt0109484,Comedy|Drama|Romance,-0.883606557
tt0109504,Comedy|Drama,-0.98852459
tt0109506,Action|Crime|Fantasy|Thriller,-0.516393443
tt0109450,Drama,-0.957377049
tt0109813,Children|Comedy|Fantasy,-0.768852459
tt0109830,Comedy|Drama|Romance|War,1.785245902
tt0109831,Comedy|Romance,-0.236885246
tt0113305,Drama,-0.945901639
tt0110091,Comedy|Drama|Romance,-0.993442623
tt0110093,Action|Comedy,-0.951639344
tt0110167,Comedy|Drama|Romance,-0.886885246
tt0110213,Adventure|Children|Romance,-0.747540984
tt0107472,Documentary,-0.983606557
tt0110357,Adventure|Animation|Children|Drama|Musical|IMAX,0.393442623
tt0107426,Drama,-0.972131148
tt0111686,Drama|Horror|Mystery|Thriller,-0.92295082
tt0110475,Action|Comedy|Crime|Fantasy,0.07704918
tt0110478,Adventure|Comedy|Western,-0.454098361
tt0110588,Drama,-0.983606557
tt0110622,Action|Comedy,-0.613934426
tt0110771,Comedy|Drama,-0.851639344
tt0110950,Comedy|Drama|Romance,-0.870491803
tt0105226,Thriller,-0.916393443
tt0110989,Children|Comedy,-0.868852459
tt0110997,Action|Thriller,-0.721311475
tt0111257,Action|Romance|Thriller,0.269672131
tt0111256,Comedy|Romance,-0.956557377
tt0111438,Action|Sci-Fi|Thriller,-0.879508197
tt0111503,Action|Adventure|Comedy|Romance|Thriller,0.312295082
tt0111693,Drama|Romance,-0.913114754
tt0111742,Drama|Horror|Romance|Thriller,-0.890983607
tt0111756,Western,-0.859016393
tt0112443,Action|Crime|Drama,-0.986065574
tt0110455,Drama,-0.991803279
tt0111048,Drama,-0.993442623
tt0110399,Action|Comedy,-0.977868852
tt0112570,Drama,-0.986885246
tt0109454,Drama|Romance|War,-0.981967213
tt0059170,Action|Crime|Drama,-0.96147541
tt0110186,Crime|Drama,-0.990983607
tt0111301,Action|Adventure|Fantasy,-0.942622951
tt0110027,Action|Fantasy,-0.932786885
tt0109785,Drama,-0.993442623
tt0113409,Horror|Thriller,-0.941803279
tt0109021,Drama,-0.986885246
tt0109035,Crime|Drama,-0.995081967
tt0106220,Children|Comedy|Fantasy,-0.435245902
tt0106226,Drama,-0.889344262
tt0109068,Comedy,-0.83852459
tt0109067,Comedy,-0.967213115
tt0106292,Comedy|Thriller,-0.907377049
tt0109198,Western,-0.954098361
tt0109219,Comedy|Romance,-0.9
tt0106379,Drama,-0.986885246
tt0106400,Comedy,-0.879508197
tt0109254,Action|Comedy|Crime|Thriller,-0.640163934
tt0109279,Adventure|Children|Drama,-0.917213115
tt0109297,Thriller,-0.96557377
tt0109303,Action|Thriller,-0.936885246
tt0109305,Drama,-0.986065574
tt0109306,Drama|Romance,-0.98442623
tt0106452,Horror|Sci-Fi|Thriller,-0.952459016
tt0106471,Drama|Mystery|Romance|Thriller,-0.930327869
tt0106489,Drama,-0.860655738
tt0109361,Comedy,-0.970491803
tt0106505,Comedy|Drama,-0.98442623
tt0106519,Crime|Drama,-0.673770492
tt0109439,Adventure|Comedy|Western,-0.671311475
tt0109443,Comedy,-0.950819672
tt0106582,Action|Adventure|Thriller,-0.331967213
tt0106598,Comedy|Sci-Fi,-0.646721311
tt0109456,Drama|Thriller,-0.959016393
tt0109480,Comedy,-0.953278689
tt0109493,Action|Comedy|Drama,-0.957377049
tt0106673,Comedy|Romance,-0.433606557
tt0106677,Comedy,-0.660655738
tt0106697,Action|Adventure|Sci-Fi,-0.456557377
tt0106834,Comedy|Romance,-0.967213115
tt0106873,Comedy,-0.921311475
tt0106332,Drama|Romance,-0.928688525
tt0106881,Drama,-0.939344262
tt0106880,Comedy,-0.996721311
tt0111732,Comedy|Drama,-0.954098361
tt0106926,Drama|Mystery|Romance,-0.991803279
tt0111712,Drama,-0.980327869
tt0106941,Comedy|Romance,-0.968852459
tt0106918,Drama|Thriller,-0.249180328
tt0106965,Adventure|Children|Drama,-0.794262295
tt0109842,Crime|Drama|Thriller,-0.968852459
tt0106977,Thriller,0.554918033
tt0107004,Drama|Western,-0.968852459
tt0109890,Action|Adventure|Crime|Drama|Romance|Thriller,-0.968032787
tt0109891,Comedy,-0.981967213
tt0109913,Drama|Romance,-0.975409836
tt0107076,Action|Adventure|Crime|Thriller,-0.936065574
tt0107144,Action|Comedy|War,-0.619672131
tt0113674,Comedy,-0.990163934
tt0112966,Comedy|Romance,-0.848360656
tt0107151,Drama|Romance,-0.963934426
tt0110064,Comedy,-0.996721311
tt0110074,Comedy,-0.701639344
tt0110097,Comedy|Drama,-0.964754098
tt0110123,Comedy|War,-0.967213115
tt0107206,Action|Thriller,-0.46147541
tt0107207,Drama,-0.782786885
tt0110137,Comedy|Drama,-0.996721311
tt0108551,Drama|Musical,-0.877868852
tt0110197,Comedy|Crime|Drama,-0.994262295
tt0107286,Action|Crime|Thriller,-0.978688525
tt0107290,Action|Adventure|Sci-Fi|Thriller,0.853278689
tt0107302,Drama|Thriller,-0.870491803
tt0110265,Crime|Drama|Thriller,-0.939344262
tt0110305,Adventure|Children,-0.986885246
tt0107362,Action|Adventure|Comedy|Fantasy,-0.658196721
tt0107413,Comedy,-0.980327869
tt0110353,Comedy|Western,-0.97704918
tt0107468,Drama|Romance,-0.993442623
tt0107478,Comedy,-0.930327869
tt0107497,Thriller,-0.921311475
tt0107501,Drama,-0.880327869
tt0107507,Comedy|Mystery,-0.890983607
tt0107554,Action|Crime|Drama,-0.908196721
tt0116253,Action|Adventure|Thriller,-0.705737705
tt0074102,Drama,-0.990163934
tt0111689,Comedy|Drama|Romance|Thriller,-0.990163934
tt0107616,Comedy|Romance,-0.660655738
tt0107613,Comedy|Romance,-0.98852459
tt0107614,Comedy|Drama,0.036065574
tt0107653,Drama,-0.954098361
tt0110657,Action|Children|Romance,-0.917213115
tt0110678,Action|Drama|Sci-Fi,-0.986885246
tt0110687,Comedy,-0.963114754
tt0107756,Drama|Fantasy|Romance,-0.981967213
tt0107808,Crime|Drama|Thriller,-0.906557377
tt0107818,Drama,-0.500819672
tt0107822,Drama|Romance,-0.545901639
tt0107840,Drama,-0.993442623
tt0107889,Action|Drama,-0.986885246
tt0111003,Horror|Sci-Fi,-0.973770492
tt0110939,Comedy|Mystery|Romance,-0.971311475
tt0110955,Comedy,-0.869672131
tt0107943,Drama|Romance,-0.818852459
tt0110971,Comedy|Drama,-0.880327869
tt0107969,Action|Drama|Mystery,-0.936885246
tt0111001,Comedy,-0.977868852
tt0107978,Action|Crime|Drama|Sci-Fi|Thriller,-0.882786885
tt0107977,Comedy,-0.532786885
tt0107983,Crime|Thriller,-0.979508197
tt0105275,Action|Drama,-0.950819672
tt0108000,Drama,-0.970491803
tt0108002,Drama,-0.75
tt0105032,Drama,-0.991803279
tt0108052,Drama|War,0.88442623
tt0111094,Comedy|Drama,-0.983606557
tt0108065,Drama,-0.680327869
tt0108071,Children|Drama,-0.832786885
tt0111127,Comedy|Crime|Horror,-0.895081967
tt0111143,Action|Adventure|Fantasy|Mystery,-0.885245902
tt0108101,Drama|Romance,-0.894262295
tt0108122,Drama,-0.895081967
tt0111194,Drama,-0.978688525
tt0111201,Drama,-0.918032787
tt0108149,Drama,-0.909836066
tt0108160,Comedy|Drama|Romance,-0.22295082
tt0108162,Thriller,-0.891803279
tt0083658,Action|Sci-Fi|Thriller,0.036885246
tt0108186,Comedy|Drama|Romance,-0.913114754
tt0108174,Comedy|Romance|Thriller,-0.709836066
tt0108238,Action|Crime,-0.954918033
tt0108255,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,-0.896721311
tt0111323,Action|Adventure|Thriller,-0.986065574
tt0111400,Action|Mystery|Thriller,-0.963114754
tt0108328,Drama|Musical,-0.981967213
tt0111418,Comedy|Romance,-0.963934426
tt0107688,Animation|Children|Fantasy|Musical,-0.305737705
tt0108333,Action|Adventure|Comedy|Romance,-0.573770492
tt0108358,Action|Drama|Western,-0.486885246
tt0108399,Crime|Thriller,-0.48852459
tt0108515,Documentary,-0.957377049
tt0110763,Action|Adventure|Animation|Children|Fantasy,-0.948360656
tt0114906,Comedy|Drama,-0.828688525
tt0107002,Drama|Romance,-0.991803279
tt0109403,Comedy,-0.991803279
tt0107315,Comedy|Drama,-0.985245902
tt0106408,Comedy|Drama,-0.985245902
tt0110363,Comedy|Drama,-0.963934426
tt0107225,Drama,-0.992622951
tt0111252,Comedy|Drama,-0.972131148
tt0110366,Children|Comedy,-0.904098361
tt0109120,Adventure|Children|Drama,-0.979508197
tt0108059,Crime|Thriller,-0.993442623
tt0110892,Drama,-0.968852459
tt0112651,Documentary,-0.967213115
tt0109382,Comedy|Drama,-0.991803279
tt0112572,Comedy,-0.779508197
tt0099785,Children|Comedy,-0.240163934
tt0099653,Comedy|Drama|Fantasy|Romance|Thriller,-0.163934426
tt0103639,Adventure|Animation|Children|Comedy|Musical,0.437704918
tt0103064,Action|Sci-Fi,0.825409836
tt0099348,Adventure|Drama|Western,0.3
tt0096895,Action|Crime|Thriller,0.372131148
tt0102926,Crime|Horror|Thriller,1.360655738
tt0029583,Animation|Children|Drama|Fantasy|Musical,-0.417213115
tt0101414,Animation|Children|Fantasy|Musical|Romance|IMAX,0.141803279
tt0032910,Animation|Children|Fantasy|Musical,-0.562295082
tt0100405,Comedy|Romance,-0.007377049
tt0065214,Adventure|Western,-0.913114754
tt0110395,Action|Comedy|Crime,-0.991803279
tt0109934,Documentary,-0.991803279
tt0117247,Drama|Romance,-0.93442623
tt0112625,Fantasy|Horror,-0.973770492
tt0116282,Comedy|Crime|Drama|Thriller,0.518032787
tt0116552,Adventure|Children,-0.895081967
tt0082509,Action|Adventure|Animation|Horror|Sci-Fi,-0.754098361
tt0116514,Action|Horror|Sci-Fi,-0.966393443
tt0117283,Comedy,-0.96557377
tt0116684,Drama|Romance,-0.945081967
tt0070506,Comedy|Drama,-0.993442623
tt0065421,Animation|Children,-0.674590164
tt0113083,Comedy|Drama,-0.981147541
tt0118001,Comedy|Romance,-0.993442623
tt0116165,Comedy,-0.970491803
tt0117891,Comedy,-0.990163934
tt0113613,Drama|Thriller,-0.957377049
tt0117381,Crime|Drama|Mystery|Thriller,-0.733606557
tt0115509,Adventure|Animation|Children|Fantasy|Musical|Romance,-0.924590164
tt0114671,Drama|War,-0.991803279
tt0112844,Comedy,-0.990163934
tt0114658,Comedy,-0.978688525
tt0116275,Comedy|Drama,-0.986885246
tt0113122,Drama,-0.993442623
tt0117608,Comedy,-0.781147541
tt0113448,Romance,-0.993442623
tt0116414,Comedy|Drama,-0.973770492
tt0116095,Drama|Thriller,-0.933606557
tt0113947,Drama,-0.985245902
tt0115956,Action|Crime|Drama|War,-0.794262295
tt0117060,Action|Adventure|Mystery|Thriller,0.204918033
tt0109028,Comedy|Drama,-0.993442623
tt0117071,Drama,-0.973770492
tt0116136,Action|Adventure|Fantasy,-0.563934426
tt0116168,Comedy,-0.967213115
tt0116683,Adventure|Animation|Children|Fantasy|Musical,-0.642622951
tt0116287,Thriller,-0.950819672
tt0116768,Comedy,-0.91557377
tt0114787,Comedy|Drama|War,-0.973770492
tt0112536,Action,-0.95
tt0048473,Drama,-0.982786885
tt0052572,Drama,-0.981147541
tt0117128,Comedy|Sci-Fi,-0.735245902
tt0117705,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,-0.677868852
tt0062711,Adventure|Comedy|Sci-Fi,-0.93852459
tt0108181,Drama|Thriller,-0.928688525
tt0114307,Drama,-0.991803279
tt0058898,Drama|Mystery|Romance|Sci-Fi|Thriller,-0.966393443
tt0113443,Drama,-0.983606557
tt0114048,Action|Adventure|Comedy|War,-0.950819672
tt0117104,Comedy|Romance,-0.978688525
tt0117688,Action|Sci-Fi|Thriller,-0.980327869
tt0117774,Action|Crime|Drama,-0.928688525
tt0114736,Mystery|Thriller,-0.983606557
tt0116289,Drama|Romance,-0.969672131
tt0109593,Drama,-0.996721311
tt0112368,Comedy,-0.951639344
tt0115742,Drama,-0.990163934
tt0117420,Action|Adventure,-0.959016393
tt0117784,Drama,-0.993442623
tt0117107,Crime|Drama|Thriller,-0.866393443
tt0117979,Comedy|Romance,-0.582786885
tt0095776,Adventure|Animation|Children|Comedy|Musical,-0.926229508
tt0115851,Comedy,-0.953278689
tt0116322,Adventure|Children,-0.933606557
tt0112817,Drama|Mystery|Western,-0.877868852
tt0113362,Drama|Romance,-0.97704918
tt0108500,Comedy|Fantasy|Sci-Fi,-0.966393443
tt0117108,Comedy,-0.779508197
tt0118114,Adventure|Animation|Comedy,-0.774590164
tt0113270,Documentary,-0.991803279
tt0115963,Drama|Fantasy|Horror|Thriller,-0.795081967
tt0116448,Comedy,-0.971311475
tt0116827,Drama,-0.993442623
tt0112701,Comedy,-0.926229508
tt0116508,Crime|Thriller,-0.978688525
tt0117500,Action|Adventure|Thriller,-0.079508197
tt0109592,Horror,-0.943442623
tt0117998,Action|Adventure|Romance|Thriller,-0.128688525
tt0115624,Action|Sci-Fi,-0.880327869
tt0113568,Animation|Sci-Fi,-0.772131148
tt0117894,Horror|Thriller,-0.931147541
tt0117723,Comedy,-0.832786885
tt0112691,Animation|Children|Comedy,-0.614754098
tt0117768,Comedy,-0.978688525
tt0115571,Action|Sci-Fi|Thriller,-0.851639344
tt0057012,Comedy|War,-0.162295082
tt0109688,Drama,-0.991803279
tt0110480,Documentary,-0.985245902
tt0108211,Drama|War,-0.982786885
tt0117331,Action|Adventure,-0.881967213
tt0117765,Comedy|Crime,-0.770491803
tt0113280,Drama|Romance,-0.985245902
tt0116669,Comedy|Drama,-0.870491803
tt0116594,Drama,-0.970491803
tt0070820,Drama,-0.992622951
tt0063715,Horror|Mystery,-0.993442623
tt0117951,Comedy|Crime|Drama,-0.157377049
tt0118523,Drama|Romance,-0.983606557
tt0116629,Action|Adventure|Sci-Fi|Thriller,0.472131148
tt0117737,Drama,-0.948360656
tt0116277,Drama|Thriller,-0.947540984
tt0116583,Animation|Children|Drama|Musical|Romance,-0.666393443
tt0115798,Comedy|Thriller,-0.663114754
tt0116778,Comedy,-0.699180328
tt0116213,Action|Drama|Thriller,-0.568852459
tt0117218,Comedy|Fantasy|Romance|Sci-Fi,-0.498360656
